value,node_id,position
1937,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7012,169
1937,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:783,170
1937,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:881,171
1937,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:882,172
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1515,173
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1774,174
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4998,175
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5006,176
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5487,177
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5702,178
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6189,179
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:779,180
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:794,181
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8219,182
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8227,183
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8230,184
1938,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:908,185
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1773,186
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2140,187
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2297,188
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2344,189
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3347,190
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4645,191
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4694,192
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4825,193
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4983,194
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4993,195
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4999,196
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5120,197
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5268,198
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5274,199
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5430,200
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5704,201
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6190,202
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6959,203
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:757,204
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:759,205
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:760,206
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:766,207
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:775,208
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:793,209
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:799,210
1939,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8253,211
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1054,212
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1055,213
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2130,214
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2506,215
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2508,216
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2532,217
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3113,218
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3159,219
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4033,220
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5084,221
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5205,222
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5458,223
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:547,224
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5531,225
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5703,226
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5705,227
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6134,228
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6244,229
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:738,230
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:767,231
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:768,232
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:780,233
1940,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:790,234
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1516,235
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1771,236
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1772,237
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2145,238
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2373,239
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2374,240
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3774,241
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4035,242
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5076,243
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5082,244
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5270,245
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5443,246
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5706,247
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5707,248
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6032,249
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6136,250
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6352,251
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:753,252
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:763,253
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:795,254
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:809,255
1941,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:852,256
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1517,257
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1599,258
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1770,259
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2131,260
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2141,261
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2375,262
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2478,263
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2900,264
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2916,265
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3842,266
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4006,267
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4032,268
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4267,269
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4541,270
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4800,271
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4862,272
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5206,273
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5207,274
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5232,275
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5404,276
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5406,277
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5433,278
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5548,279
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5709,280
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6441,281
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7365,282
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:752,283
1942,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:785,284
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1769,285
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2142,286
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2144,287
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2714,288
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3164,289
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3844,290
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3897,291
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4348,292
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4684,293
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4928,294
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5285,295
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5493,296
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5528,297
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5708,298
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5710,299
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5711,300
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6461,301
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6521,302
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:737,303
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7543,304
1943,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:8843,305
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1042,306
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1518,307
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1768,308
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2128,309
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2129,310
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2138,311
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2759,312
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2926,313
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4981,314
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5081,315
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5712,316
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5713,317
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5714,318
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5715,319
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5716,320
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6162,321
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6269,322
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:746,323
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:758,324
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:781,325
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:847,326
1944,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:884,327
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1101,328
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1519,329
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2109,330
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2361,331
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2368,332
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2892,333
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3098,334
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3191,335
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3360,336
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3871,337
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4002,338
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4034,339
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4079,340
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5228,341
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5269,342
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5439,343
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5445,344
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5482,345
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5483,346
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5717,347
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6527,348
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7060,349
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7634,350
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:770,351
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7851,352
1945,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:803,353
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1057,354
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1520,355
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1678,356
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:2378,357
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3039,358
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3051,359
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:3190,360
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4120,361
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4237,362
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:4986,363
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5078,364
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5235,365
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5311,366
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5330,367
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5383,368
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5549,369
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5718,370
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:5719,371
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:6176,372
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:7249,373
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:769,374
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:792,375
1946,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:797,376
1947,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1521,377
1947,4:6636a433-9f85-4f47-b4a7-e2cd79149f79:1645,378
